"Date","Open","High","Low","Close","Volume"
"04/15/2025","532.105","537.94","517.5","521.52","15,558,660"
"04/14/2025","556.175","557.77","528.28","531.48","14,130,930"
"04/11/2025","535.505","547.4","528.5901","543.57","17,642,330"
"04/10/2025","575.49","581.3","535.3","546.29","28,173,490"
"04/09/2025","509.265","587.89","502.11","585.77","39,216,580"
"04/08/2025","543.25","547.43","502.86","510.45","28,034,210"
"04/07/2025","485.1","539.37","481.9","516.25","36,606,140"
"04/04/2025","506.62","518","494.2","504.73","38,589,810"
"04/03/2025","546.22","552.5596","530.3","531.62","34,777,460"
"04/02/2025","574.91","592.66","573.36","583.93","13,470,780"
"04/01/2025","570.84","589.91","570","586","12,836,570"
"03/31/2025","563.5","578.7","553.3","576.36","21,124,680"
"03/28/2025","600.31","601.75","573.92","576.74","17,602,820"
"03/27/2025","602","614.25","600.1","602.58","10,436,520"
"03/26/2025","624.89","626.7499","606.61","610.98","12,661,890"
"03/25/2025","626.76","633.88","621.18","626.31","15,312,540"
"03/24/2025","614.97","622.54","612.2001","618.85","15,741,270"
"03/21/2025","583.425","597.545","580.95","596.25","25,015,860"
"03/20/2025","582.755","610.2","579.51","586","24,336,510"
"03/19/2025","584.28","592.3223","574.77","584.06","20,537,500"
"03/18/2025","600.05","600.25","574.66","582.36","20,297,710"
"03/17/2025","607.46","613.1","598","604.9","15,473,910"
"03/14/2025","602.805","608.86","594.78","607.6","12,364,510"
"03/13/2025","620.245","620.5","586.51","590.64","16,480,320"
"03/12/2025","629.9","633.33","609.35","619.56","15,746,970"
"03/11/2025","595.055","614.934","593.33","605.71","17,401,470"
"03/10/2025","608.07","610.1059","586.8701","597.99","21,999,940"
"03/07/2025","625.37","634.79","600.61","625.66","21,375,670"
"03/06/2025","648","650.5625","624.11","627.93","13,446,450"
"03/05/2025","641","659.5","637.66","656.47","13,770,030"
"03/04/2025","645.51","649.75","623.65","640","21,495,210"
"03/03/2025","673.675","681.25","650.8439","655.05","10,843,760"
"02/28/2025","658.04","669.63","642.6017","668.2","17,534,170"
"02/27/2025","682.45","688.6469","657.57","658.24","12,500,010"
"02/26/2025","659.65","683.0078","658","673.7","14,488,710"
"02/25/2025","665.972","668","641.86","657.5","20,579,660"
"02/24/2025","686.28","687.27","662.45","668.13","15,676,990"
"02/21/2025","696.58","703.87","682.36","683.55","15,660,360"
"02/20/2025","697.275","705.63","693.64","694.84","12,587,410"
"02/19/2025","704.095","707","695.39","703.77","17,535,480"
"02/18/2025","736","737","706.44","716.37","21,938,700"
"02/14/2025","726.14","740.91","725.62","736.67","16,901,250"
"02/13/2025","721.52","729","718.04","728.56","12,569,060"
"02/12/2025","715.3","727.1","712.6","725.38","12,016,520"
"02/11/2025","713.32","723.66","710.04","719.8","12,997,960"
"02/10/2025","718.56","721.2","711.33","717.4","12,904,320"
"02/07/2025","716.795","725.01","711.75","714.52","16,427,070"
"02/06/2025","705.88","718.9","703.5","711.99","13,080,690"
"02/05/2025","703.55","718.14","699.01","704.87","17,793,770"
"02/04/2025","702.5","707.71","691.61","704.19","13,826,270"
"02/03/2025","675.91","704","675.25","697.46","21,415,740"
"01/31/2025","691","705.2999","685.58","689.18","19,331,660"
"01/30/2025","696.82","710.79","676.1","687","29,322,900"
"01/29/2025","675","681.0459","665.67","676.49","21,377,820"
"01/28/2025","666","682.58","659.465","674.33","20,950,110"
