"Date","Open","High","Low","Close","Volume"
"07/25/2025","173.61","174.72","172.96","173.5","121,730,600"
"07/24/2025","172.44","173.83","171.3","173.74","128,984,600"
"07/23/2025","169.53","171.26","167.97","170.78","154,082,200"
"07/22/2025","171.34","171.39","164.58","167.03","193,114,300"
"07/21/2025","172.75","173.38","171","171.38","123,126,100"
"07/18/2025","173.64","174.25","171.26","172.41","146,456,400"
"07/17/2025","172.02","174.16","170.83","173","160,841,100"
"07/16/2025","171.06","171.75","168.9","171.37","158,831,500"
"07/15/2025","171.19","172.4","169.195","170.7","230,627,400"
"07/14/2025","165.37","165.49","162.02","164.07","136,975,800"
"07/11/2025","163.715","167.89","163.47","164.92","193,633,300"
"07/10/2025","164.32","164.5","161.61","164.1","167,704,100"
"07/09/2025","161.22","164.42","161.16","162.88","183,656,400"
"07/08/2025","159.33","160.22","158.39","160","138,133,000"
"07/07/2025","158.2","159.31","157.342","158.24","140,139,000"
"07/03/2025","158.37","160.98","157.77","159.34","143,716,100"
"07/02/2025","152.98","157.6","152.97","157.25","171,224,100"
"07/01/2025","156.29","157.2","151.49","153.3","213,143,600"
"06/30/2025","158.4","158.66","155.96","157.99","194,580,300"
"06/27/2025","156.04","158.71","155.255","157.75","263,234,500"
"06/26/2025","155.975","156.715","154","155.02","198,145,700"
"06/25/2025","149.27","154.45","149.26","154.31","269,146,500"
"06/24/2025","145.56","147.96","145.5","147.9","187,566,100"
"06/23/2025","142.5","144.78","142.03","144.17","154,308,900"
"06/20/2025","145.45","146.2","142.65","143.85","242,956,200"
"06/18/2025","144.005","145.65","143.12","145.48","161,494,100"
"06/17/2025","144.49","145.22","143.78","144.12","139,108,000"
"06/16/2025","143.345","146.175","143.2001","144.69","183,133,700"
"06/13/2025","142.48","143.58","140.855","141.97","180,820,600"
"06/12/2025","141.97","145","141.85","145","162,365,000"
"06/11/2025","144.61","144.99","141.87","142.83","167,694,000"
"06/10/2025","142.69","144.29","141.525","143.96","155,881,900"
"06/09/2025","143.19","145","141.94","142.63","185,114,500"
"06/06/2025","142.51","143.27","141.51","141.72","153,986,200"
"06/05/2025","142.17","144","138.83","139.99","232,410,800"
"06/04/2025","142.19","142.39","139.545","141.92","167,120,800"
"06/03/2025","138.78","142","137.95","141.22","225,578,800"
"06/02/2025","135.49","138.12","135.4","137.38","197,663,100"
"05/30/2025","138.715","139.62","132.92","135.13","333,170,900"
"05/29/2025","142.245","143.49","137.91","139.19","370,615,200"
"05/28/2025","136.025","137.25","134.79","134.81","304,021,100"
"05/27/2025","134.15","135.66","133.31","135.5","192,953,600"
"05/23/2025","130","132.68","129.16","131.29","198,821,300"
"05/22/2025","132.23","134.25","131.55","132.83","187,344,000"
"05/21/2025","133.06","137.4","130.59","131.8","270,608,700"
"05/20/2025","134.29","134.58","132.62","134.38","161,514,200"
"05/19/2025","132.39","135.87","132.39","135.57","193,154,600"
"05/16/2025","136.22","136.35","133.46","135.4","226,542,500"
"05/15/2025","134.295","136.3","132.66","134.83","226,632,600"
"05/14/2025","133.195","135.435","131.68","135.34","281,180,800"
"05/13/2025","124.98","131.2189","124.47","129.93","330,430,100"
"05/12/2025","121.97","123","120.28","123","225,023,300"
"05/09/2025","117.35","118.23","115.21","116.65","132,972,200"
"05/08/2025","118.25","118.68","115.85","117.37","198,428,100"
"05/07/2025","113.045","117.68","112.2818","117.06","207,827,800"
"05/06/2025","111.48","114.74","110.822","113.54","158,525,600"
"05/05/2025","112.905","114.665","112.66","113.82","133,163,200"
"05/02/2025","114.18","115.4","113.37","114.5","190,194,800"
"05/01/2025","113.08","114.94","111.3","111.61","236,121,500"
"04/30/2025","104.47","108.92","104.08","108.92","235,044,600"
"04/29/2025","107.67","110.1999","107.44","109.02","170,444,300"
"04/28/2025","109.69","110.3699","106.02","108.73","207,708,500"
"04/25/2025","106.85","111.92","105.73","111.01","251,064,700"
"04/24/2025","103.475","106.54","103.11","106.43","220,815,000"
"04/23/2025","104.52","104.8","102.02","102.71","247,526,000"
"04/22/2025","98.78","99.811","97.28","98.89","241,004,800"
"04/21/2025","98.77","99.44","95.04","96.91","288,501,100"
"04/17/2025","104.45","104.47","100.05","101.49","292,517,500"
"04/16/2025","104.55","106.79","100.45","104.49","397,016,900"
"04/15/2025","110.97","113.615","110.5","112.2","228,966,900"
"04/14/2025","114.11","114.29","109.07","110.71","264,705,000"
"04/11/2025","108.5","111.5499","107.48","110.93","313,417,300"
"04/10/2025","109.37","110.86","99.15","107.57","437,812,400"
"04/09/2025","98.89","115.1","97.5301","114.33","612,918,300"
"04/08/2025","103.805","105.85","94.46","96.3","476,243,400"
"04/07/2025","87.46","101.75","86.62","97.64","611,041,300"
"04/04/2025","98.91","100.13","92.11","94.31","532,273,800"
"04/03/2025","103.51","105.63","101.6","101.8","338,769,400"
"04/02/2025","107.29","111.98","106.79","110.42","220,601,200"
"04/01/2025","108.515","110.2","106.47","110.15","222,614,000"
"03/31/2025","105.13","110.955","103.65","108.38","299,212,700"
"03/28/2025","111.485","112.87","109.0701","109.67","229,872,500"
"03/27/2025","111.35","114.45","110.66","111.43","236,902,100"
"03/26/2025","118.73","118.84","112.71","113.76","296,431,700"
"03/25/2025","120.545","121.29","118.92","120.69","167,447,200"
"03/24/2025","119.88","122.22","119.34","121.41","228,452,500"
"03/21/2025","116.94","117.99","115.42","117.7","266,498,500"
"03/20/2025","116.55","120.2","116.47","118.53","248,829,700"
"03/19/2025","117.27","120.445","115.68","117.52","273,426,200"
"03/18/2025","118","119.02","114.54","115.43","299,686,900"
"03/17/2025","122.74","122.89","118.03","119.53","255,501,500"
"03/14/2025","118.61","121.88","118.15","121.67","277,593,500"
"03/13/2025","117.03","117.76","113.79","115.58","299,033,100"
"03/12/2025","114.12","116.76","112.88","115.74","323,857,500"
"03/11/2025","106.99","112.236","104.77","108.76","354,865,700"
"03/10/2025","109.9","111.85","105.46","106.98","366,487,400"
"03/07/2025","111.25","113.48","107.56","112.69","341,755,500"
"03/06/2025","113.53","115.35","110.22","110.57","321,181,900"
"03/05/2025","117.58","118.2781","114.51","117.3","284,337,900"
"03/04/2025","110.645","119.31","110.11","115.99","398,163,300"
"03/03/2025","123.51","123.7","112.28","114.06","411,381,400"
"02/28/2025","118.02","125.09","116.4","124.92","389,091,100"
"02/27/2025","135","135.01","120.01","120.15","443,175,800"
"02/26/2025","129.985","133.73","128.49","131.28","322,553,800"
"02/25/2025","129.98","130.2","124.44","126.63","271,428,700"
"02/24/2025","136.56","138.59","130.08","130.28","251,381,100"
"02/21/2025","140.04","141.46","134.03","134.43","228,217,600"
"02/20/2025","140.03","140.66","136.7901","140.11","143,903,600"
"02/19/2025","139.51","141.36","137.22","139.23","167,536,000"
"02/18/2025","141.27","143.44","137.925","139.4","219,176,600"
"02/14/2025","136.48","139.25","135.5","138.85","195,479,600"
"02/13/2025","131.555","136.5","131.17","135.29","197,430,000"
"02/12/2025","130.02","132.24","129.08","131.14","160,278,600"
"02/11/2025","132.58","134.48","131.02","132.8","178,902,400"
"02/10/2025","130.09","135","129.96","133.57","216,989,100"
"02/07/2025","129.22","130.37","125","129.84","228,186,300"
"02/06/2025","127.42","128.77","125.21","128.68","251,483,600"
"02/05/2025","121.76","125","120.76","124.83","263,110,600"
"02/04/2025","116.96","121.2","116.7","118.65","256,550,000"
"02/03/2025","114.75","118.57","113.01","116.66","371,235,700"
"01/31/2025","123.78","127.85","119.19","120.07","390,372,900"
"01/30/2025","123.1","125","118.1","124.65","392,925,500"
"01/29/2025","126.5","126.89","120.05","123.7","467,120,600"
"01/28/2025","121.81","129","116.25","128.99","579,666,400"
